idx,smiles,homolumogap
23567,C=C1CC(N)CC1C,14.04722
9108,CC(=O)n1cccn1,13.01428
4071,C#CC(C)NC(C)=O,15.73649
46262,C=C1CC=CCC1C,14.43171
173,C#CC(C#C)OC=O,15.2339
33241,C=C1C=CNC1=NC,10.58922
7778,N=c1ncocc1Cl,12.657
19236,C=CC1C(C)C1C=O,14.03144
22364,C=CC=CC(=O)O,11.5974
36539,O=Cc1cccs1,11.45889
42504,C=CC1CC(=O)N1,14.57838
10302,CC1C=NOCO1,15.10818
11446,C1=CC2C=CC(O1)O2,13.29565
19380,C#CC(C)(CC)CO,16.34684
17090,C#CC#CCC(C)N,13.51252
7394,CC=CC1CNC1=O,14.32532
29102,N#CC1=CCNN=C1,11.33944
46259,CC#CC(CN)CO,15.67037
4077,O=CC1=NN=CC1=O,11.67903
40704,CCOC(=N)NC=O,15.04886
14845,C#CC(C#N)=CC#N,11.16556
246,C#CC(CC)CNC,15.53975
84,O=S1(=O)CCC2CN21,16.80507
2353,C=C(C=O)OC,12.57945
27604,CCC1(C#N)CCN1,15.84288
44955,C#CC(N)(C=C)CN,14.5158
37906,CC1=CC(=N)N=C1C,11.71495
13769,CCNCC=COC,14.3645
4686,C=CCCCNN=C,14.19661
26128,C=CC1(NC)CC1O,14.20858
24070,C=CC=NNCC#N,12.17591
30151,O=C1C=NN=CCC1,12.94544
39658,CC1=CCC(O)C1=O,13.11551
31719,CC1=CC(CN)CC1,14.26654
24065,CC#CCC#CC#N,13.7313
32259,CC1OC1C(=N)NO,14.70927
15715,CCC(=O)OC(C)C,17.25133
28146,O=S1(=O)CC2CC1O2,16.56235
43909,C=C1CNC(C)C1,14.21865
2363,CC=CC=CCCN,12.09074
41617,C1=CC2CC=NN2C1,13.9079
29944,O=CC#CC1CC1O,13.05864
17490,C#CC=C(CC)CO,12.62598
43920,C#CC1=CCC(=C)O1,11.87359
33665,C#CCC(=O)NC=O,14.80451
35777,C=CC1OCC2CC21,14.89185
10577,CC#CCOCCO,15.49866
3005,C1=NOCC1,14.95934
20039,C=CC=NNCCO,12.03631
43942,C=Cc1nccs1,11.18923
36921,COC=C(C)CCN,14.18926
19569,CCC(=O)N1CC1C,15.60669
10817,CCC(=O)C(C)C#N,15.25948
11795,CN1CC2CC2C1=N,14.55661
39661,CC#CC(N)C=NO,14.52069
15047,CNCC(C)=NOC,14.72995
39138,CC(C)=CCN1CC1,14.35362
3369,C=CCC#CC=O,13.14109
39356,CN=C(NO)C(C)C,14.81485
35613,C#CC(=O)CN1CC1,13.34245
44357,CN(C=N)C1COC1,14.85784
19853,C=C(C#CC)NC=N,12.11223
14937,O=COC1=CCCC1,14.15389
11915,CC1C=NN(C)CC1,13.82763
31827,NC1(C(=O)O)CCC1,16.10711
38935,CC=CC#CCC=O,12.55822
476,CC1=NCC(=O)N1C,14.08804
35654,CC12C=CC(CO1)O2,14.3928
15785,C1=NOC2CC(C1)C2,15.23716
45695,CCC1=NOC(=O)C1,14.65621
10297,C=C1CC(C#N)=CO1,12.28938
36446,C1=C(C2CC2)OCC1,13.67633
9761,O=C1NCCN2CC12,15.35608
35170,CCNC(=N)C=CN,12.76993
22487,C#CC(O)C(=O)NC,15.2456
43894,CC(CO)S(N)(=O)=O,17.40072
38820,C=C(CCN)OCC,14.77158
10063,C#CC(CO)NC=O,15.82493
22100,COC=CC(C)(C)N,14.2347
30111,C=C1CCC=NNC1,14.1528
25033,C=C1CCC(=O)C1=O,11.7789
30747,CCNC(=N)N(C)C,15.27118
44743,CC(N)CC=CCO,14.466
23432,C=CN(C=N)CC,12.98517
41123,C#CC1(N)CC(C)C1,15.59717
5725,CCC(OC)C(C)=O,14.87879
20731,C=COC(=O)C(=N)N,13.00313
35135,CNN=CC=C(C)N,11.62597
4056,CC#CC(=N)NC=N,13.00286
39450,CCCCCC(N)=O,16.8097
36820,NC1=CC(=O)NC1,13.24912
26803,C#CCNC(C)C#C,15.48751
11682,C#CCC=COC,14.29511
1185,C#CCOCCCO,15.92969
9283,CC#CC(CO)OC,15.6505
33812,CC=C(C)CN,14.33022
29778,N=CN1C2COCC21,14.84423
27644,CNN=C(C)C,14.07688
9099,C#CC1CCCC1O,15.86302
11980,C=CC#CC(N)CO,12.68013
38603,O=CCCC#CCO,14.38763
6898,CN=C1CCCN1N,14.42192
38169,O=CN=C1NCCO1,14.20777
